Product ID,Active (0/1),Name *,"Categories (x,y,z...)",Price tax excluded,Tax rules ID,Price tax included,On sale (0/1),Discount amount,Discount percent,Discount from (yyyy-mm-dd),Discount to (yyyy-mm-dd),Reference #,Supplier reference #,Supplier,Manufacturer,EAN13,UPC,MPN,Ecotax,Width,Height,Depth,Weight,Delivery time of in-stock products,Delivery time of out-of-stock products with allowed orders,Quantity,Minimal quantity,Low stock level,Receive a low stock alert by email,Visibility,Additional shipping cost,Unity,Unit price,Summary,Description,"Tags (x,y,z...)",Meta title,Meta keywords,Meta description,URL rewritten,Text when in stock,Text when backorder allowed,"Available for order (0 = No, 1 = Yes)",Product available date,Product creation date,"Show price (0 = No, 1 = Yes)","Image URLs (x,y,z...)","Image alt texts (x,y,z...)","Delete existing images (0 = No, 1 = Yes)",Feature(Name:Value:Position),"Available online only (0 = No, 1 = Yes)",Condition,"Customizable (0 = No, 1 = Yes)","Uploadable files (0 = No, 1 = Yes)","Text fields (0 = No, 1 = Yes)",Out of stock action,Virtual product,File URL,Number of allowed downloads,Expiration date,Number of days,ID / Name of shop,Advanced stock management,Depends On Stock,Warehouse,"Acessories  (x,y,z...)"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,1,LB30-SARDINILLAS AO,Fish & Seafood,19,,19,0,,,,,,,,La Brujula,,,,,,,,130,,,200,1,0,0,both,,,,,"Small, tender sardines expertly preserved in premium olive oil, offering a delicate, flavorful taste with a smooth, rich finish.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
528,1,LB35-SARDINAS GUISADAS,Fish & Seafood,29,,29,0,,,,,,,,La Brujula,,,,,,,,130,,,200,1,0,0,both,,,,,"Savory stewed sardines in a flavorful tomato-based sauce, providing a hearty and satisfying dish with a perfect balance of spices and natural fish flavor.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
529,1,LB122-SARDINA DO XEITO,Fish & Seafood,35,,35,0,,,,,,,,La Brujula,,,,,,,,130,,,200,1,0,0,both,,,,,"Traditional Galician-style sardines, cooked to perfection and preserved in olive oil, delivering an authentic, full-bodied taste with every bite.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
530,1,LB60  VENTRESCA DE ATÚN CLARO IN OLIVE OIL,Fish & Seafood,29,,29,0,,,,,,,,La Brujula,,,,,,,,110,,,200,1,0,0,both,,,,,"A luxurious cut of tuna belly preserved in high-quality olive oil, offering an incredibly tender, melt-in-your-mouth texture with a rich, delicate flavor.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
531,1,LB 81 CHIPIRONES EN SU TINTA,Fish & Seafood,32,,32,0,,,,,,,,La Brujula,,,,,,,,110,,,200,1,0,0,both,,,,,"Succulent small squid cooked in its own ink, creating a deep, savory flavor profile that's perfect for seafood enthusiasts seeking an authentic, bold taste.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
532,1,LB23-MEJILLON ESC HOSTELERÍA,Fish & Seafood,30,,30,0,,,,,,,,La Brujula,,,,,,,,110,,,200,1,0,0,both,,,,,"Plump, tender mussels preserved in a tangy escabeche marinade, offering a burst of flavor that's ideal for appetizers or as part of a seafood platter.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
533,1,LB82-PULPO AO,Fish & Seafood,89,,89,0,,,,,,,,La Brujula,,,,,,,,130,,,200,1,0,0,both,,,,,"Octopus cooked in a traditional Galician style, perfectly tender and preserved in olive oil, bringing a delicious, natural flavor to every bite.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
534,1,LB83-PULPO GALLEGA,Fish & Seafood,89,,89,0,,,,,,,,La Brujula,,,,,,,,130,,,200,1,0,0,both,,,,,"Tender, high-quality octopus cooked in the classic Galician style, offering a rich, savory flavor ideal for tapas or a main dish, with a touch of olive oil for added depth.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1,White Tune in olive oil 2000g jar,Fish & Seafood,249,,249,0,,,,,,,,Agromar,,,,,,,,2000,,,200,1,0,0,both,,,,,"A large jar of premium white tuna preserved in high-quality olive oil, offering firm, flaky texture and a mild, delicate flavor perfect for family meals or catering.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
538,1,White Tune in olive oil RO-70 can,Fish & Seafood,"12,9",,"12,9",0,,,,,,,,Agromar,,,,,,,,70,,,200,1,0,0,both,,,,,"A 70g can of exquisite white tuna packed in olive oil, delivering a rich, tender texture and fresh flavor in a convenient, single-serving size.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
539,1,White Tune in olive oil 120g tin,Fish & Seafood,"16,9",,"16,9",0,,,,,,,,Agromar,,,,,,,,120,,,200,1,0,0,both,,,,,"A small, handy tin of premium white tuna in olive oil, perfect for sandwiches, salads, or light meals with a flavorful, delicate taste.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
540,1,White Tune in olive oil  450 gr jar,Fish & Seafood,65,,65,0,,,,,,,,Agromar,,,,,,,,450,,,200,1,0,0,both,,,,,"A generous jar of white tuna in olive oil, offering a rich, succulent taste with a firm texture, ideal for larger gatherings or as a key ingredient in your favorite dishes.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
541,1,White Tune in olive oil RO-1800 can,Fish & Seafood,229,,229,0,,,,,,,,Agromar,,,,,,,,1800,,,200,1,0,0,both,,,,,"A 1800g can of high-quality white tuna preserved in olive oil, perfect for larger servings or for restaurants and catering with a premium flavor and texture.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
542,1,Cantabrian Anchovies in olive oil 100g jar 16-20 UNITS,Fish & Seafood,45,,45,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"Delicately hand-packed anchovies from the Cantabrian Sea, preserved in rich olive oil, offering an intense, savory flavor that enhances tapas, salads, or pasta dishes.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
543,1,Cantabrian Anchovies in olive oil RR-50 can 8-10 UNITS,Fish & Seafood,22,,22,0,,,,,,,,Agromar,,,,,,,,50,,,200,1,0,0,both,,,,,"Premium Cantabrian anchovies in a convenient can, offering a savory, briny flavor and rich texture, perfect for gourmet dishes or as a refined snack.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
544,1,Paté spider crab RO-100 can (centollo),Fish & Seafood,16,,16,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A luxurious, smooth paté made from spider crab (centollo), offering a rich, sweet crab flavor in a convenient 100g can for gourmet appetizers.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
545,1,Paté scorpionfish crab RO-100 can (cabracho),Fish & Seafood,16,,16,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A delicious, creamy paté made from scorpionfish crab, offering a unique, savory flavor that’s perfect for spreading on bread or crackers.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
546,1,Paté smoke salmon RO-100 can (salmon),Fish & Seafood,14,,14,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A rich, smoky salmon paté in a 100g can, offering a perfect balance of smoky flavor and creamy texture for an elegant spread or dip.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
547,1,Paté Lobster RO-100 can (bogavante),Fish & Seafood,24,,24,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A luxurious lobster paté with a delicate, sweet lobster flavor, ideal for enhancing crackers, bread, or canapés with a refined touch.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
548,1,Paté Octopus   RO-100 can (pulpo),Fish & Seafood,16,,16,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A savory octopus paté, offering the unique flavor of tender octopus with a creamy, smooth texture, perfect for an elegant seafood spread.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
549,1,Paté mussles RO-100 can (mejillones),Fish & Seafood,15,,15,0,,,,,,,,Agromar,,,,,,,,100,,,200,1,0,0,both,,,,,"A smooth, flavorful mussel paté, made with tender mussels and olive oil, offering a delicate yet rich taste for spreading on crusty bread or crackers.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
550,1,Octopus in Olive Oil 190 gr jar,Fish & Seafood,59,,59,0,,,,,,,,Agromar,,,,,,,,190,,,200,1,0,0,both,,,,,"Tender, succulent octopus pieces preserved in rich olive oil, delivering a mild, savory flavor perfect for salads, pastas, or tapas.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
551,1,Mussels in picked sauce with cider vinegar 114g (12-14 units),Fish & Seafood,22,,22,0,,,,,,,,Agromar,,,,,,,,114,,,200,1,0,0,both,,,,,"Plump mussels in a tangy, cider vinegar-based pickled sauce, offering a zesty, savory flavor ideal as an appetizer or a unique addition to salads.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,1,100% Bellota Iberico Pork Backham Hand Sliced Portions 80g   959,Ham & Cheese,85,,85,0,,,,,,,,959,,,,,,,,80,,,200,1,0,0,both,,,,,"Sliced to perfection, this 100% Bellota Iberico pork backham offers a rich, melt-in-your-mouth texture and a deep, nutty flavor, making it an exceptional addition to any charcuterie platter.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
556,1,Iberico Pork Chorizo Lomo Hand Sliced portions 80 g 959,Ham & Cheese,32,,32,0,,,,,,,,959,,,,,,,,80,,,200,1,0,0,both,,,,,"These hand-sliced portions of Iberico pork chorizo lomo combine traditional spices with the exceptional flavor of Iberico pork, offering a savory, flavorful bite perfect for snacking or tapas.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
557,1,Bellota 100% Iberico Pork Chorizo Lomo Cured 1/2,Ham & Cheese,99,,99,0,,,,,,,,959,,,,,,,,500,,,200,1,0,0,both,,,,,"A half portion of premium 100% Bellota Iberico pork chorizo lomo, carefully cured to achieve a perfect balance of savory and slightly smoky flavors, ideal for slicing and enjoying with cheese or wine.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,Iberico Pork 50% Cebo Campo Shoulderham Sliced Portions 80 g Capa Negra,Ham & Cheese,29,,29,0,,,,,,,,Capa Negra,,,,,,,,80,,,200,1,0,0,both,,,,,"This 50% Iberico Cebo Campo shoulderham, sliced to perfection, delivers a rich, tender flavor with the authentic taste of Iberico pork, ideal for gourmet sandwiches or tapas.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
562,1,Iberico Pork Chorizo Sliced Portions 80 g Capa Negra,Ham & Cheese,19,,19,0,,,,,,,,Capa Negra,,,,,,,,80,,,200,1,0,0,both,,,,,"Sliced Iberico pork chorizo from Capa Negra, offering a perfect balance of savory, smoky, and spicy flavors, ideal for an elegant charcuterie board or as a snack.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
563,1,Iberico Pork Salchichon Sliced Portions 80 g Capa Negra,Ham & Cheese,19,,19,0,,,,,,,,Capa Negra,,,,,,,,80,,,200,1,0,0,both,,,,,"Capa Negra Iberico salchichon, thinly sliced for a delicate texture and mild, aromatic flavor with hints of black pepper and garlic, perfect for tapas or antipasto.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
564,1,Iberico Pork Salchichon Cured Sausage Capa Negra 1/2,Ham & Cheese,59,,59,0,,,,,,,,Capa Negra,,,,,,,,500,,,200,1,0,0,both,,,,,"A premium cured salchichon sausage made from Iberico pork, offering a smooth texture and rich, flavorful taste with subtle notes of spices, perfect for slicing and serving.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
565,1,Iberico Pork Chorizo Cured Sausage 1/2,Ham & Cheese,59,,59,0,,,,,,,,Capa Negra,,,,,,,,500,,,200,1,0,0,both,,,,,"Cured Iberico pork chorizo from Capa Negra, rich in flavor with a perfect balance of paprika and spices, offering an intense, savory taste ideal for adding depth to your dishes or enjoying on its own.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1,MILK CHOCOLATE 42%,Chocolate & Pastry,19,,19,0,,,,,,,,Pancracio,,,,,,,,100,,,200,1,0,0,both,,,,,"A smooth, velvety milk chocolate with a rich, creamy texture and a delightful sweetness, crafted with 42% cocoa for a balanced and indulgent treat.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
570,1,INTENSE COCOA 80% - DARK CHOCOLATE,Chocolate & Pastry,19,,19,0,,,,,,,,Pancracio,,,,,,,,100,,,200,1,0,0,both,,,,,"A bold and intense dark chocolate with 80% cocoa, offering a deep, rich flavor and a slightly bitter profile that will satisfy any dark chocolate lover.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
571,1,RASPBERRY AND ROSES - DARK CHOCOLATE BAR,Chocolate & Pastry,19,,19,0,,,,,,,,Pancracio,,,,,,,,100,,,200,1,0,0,both,,,,,"A luxurious dark chocolate bar with a delicate fusion of tart raspberry and fragrant rose notes, offering a unique and aromatic taste experience.",,,,,,In Stock,,1,,,1,/home/toxa/projects/desabor/img/import_images/file.jpg,,0,,0,new,0,0,0,0,0,,,,,0,0,0,0,
